ticker,fund_name,current_map,expected,status,confidence
UST US,PROSHARES ULTRA 7-10 YEAR TREASURY,,,UNCLEAR,LOW
UTSL US,DIREXION DAILY UTILITIES BULL 3X ETF,,,UNCLEAR,LOW
UUUG US,LEVERAGE SHARES 2X LONG UUUU DAILY ETF,UUUU US,UUUU US,OK,HIGH
UVIX US,2X LONG VIX FUTURES ETF,,,UNCLEAR,LOW
UVXY US,PROSHARES ULTRA VIX SHORT-TERM FUTURES ETF,,,UNCLEAR,LOW
UWM US,PROSHARES ULTRA RUSSELL2000,,,UNCLEAR,LOW
UXI US,PROSHARES ULTRA INDUSTRIALS,,,UNCLEAR,LOW
UXRP US,PROSHARES ULTRA XRP ETF,XRPUSD Curncy,XRPUSD Curncy,OK,MEDIUM
UYG US,PROSHARES ULTRA FINANCIALS,,,UNCLEAR,LOW
UYM US,PROSHARES ULTRA MATERIALS,,,UNCLEAR,LOW
VALG US,LEVERAGE SHARES 2X LONG VALE DAILY ETF,VALE US,VALE US,OK,HIGH
VRTL US,GRANITESHARES 2X LONG VRT DAILY ETF,VRT US,VRT US,OK,HIGH
VSTL US,DEFIANCE DAILY TARGET 2X LONG VST ETF,VST US,,UNCLEAR,LOW
VYLD US,INVERSE VIX SHORT-TERM FUTURES ETNS DUE MARCH 22 2045,SPVXSTIT,,UNCLEAR,LOW
WANT US,DIREXION DAILY CONSUMER DISCRETIONARY BULL 3X ETF,,,UNCLEAR,LOW
WDCX US,TRADR 2X LONG WDC DAILY ETF,WDC,WDC US,OK,HIGH
WEBL US,DIREXION DAILY DOW JONES INTERNET BULL 3X ETF,,,UNCLEAR,LOW
WEBS US,DIREXION DAILY DOW JONES INTERNET BEAR 3X ETF,,,UNCLEAR,LOW
WLDU US,LEVERAGE SHARES 2X LONG WORLD STOCK DAILY ETF,VT,,UNCLEAR,LOW
WTIB US,USCF OIL PLUS BITCOIN STRATEGY FUND,,,UNCLEAR,LOW
WTID US,MICROSECTORS ENERGY -3X INVERSE LEVERAGED ETN,BIGOIL,,UNCLEAR,LOW
WTIU US,MICROSECTORS ENERGY 3X LEVERAGED ETN,BIGOIL,,UNCLEAR,LOW
WULX US,TRADR 2X LONG WULF DAILY ETF,WULF US,WULF US,OK,HIGH
WXET US,TEUCRIUM 2X DAILY WHEAT ETF,,,UNCLEAR,LOW
XOMX US,DIREXION DAILY XOM BULL 2X ETF,XOM US,XOM US,OK,HIGH
XPEG US,LEVERAGE SHARES 2X LONG XPEV DAILY ETF,XPEV,XPEV US,OK,HIGH
XPP US,PROSHARES ULTRA FTSE CHINA 50,,,UNCLEAR,LOW
XRPK US,T-REX 2X LONG XRP DAILY TARGET ETF,XRPUSD Curncy,XRPUSD Curncy,OK,MEDIUM
XRPT US,2X XRP ETF,XRPUSD Curncy,,UNCLEAR,LOW
XXRP US,TEUCRIUM 2X LONG DAILY XRP ETF,XRPUSD Curncy,,UNCLEAR,LOW
XYZG US,LEVERAGE SHARES 2X LONG XYZ DAILY ETF,XYZ US,XYZ US,OK,HIGH
YANG US,DIREXION DAILY FTSE CHINA BEAR 3X ETF,,,UNCLEAR,LOW
YCL US,PROSHARES ULTRA YEN,JPYUSD Curncy,YEN,UNCLEAR,LOW
YCS US,PROSHARES ULTRASHORT YEN,USDJPY Curncy,YEN,UNCLEAR,LOW
YINN US,DIREXION DAILY FTSE CHINA BULL 3X ETF,,,UNCLEAR,LOW
YXI US,PROSHARES SHORT FTSE CHINA 50,,,UNCLEAR,LOW
ZETX US,DEFIANCE DAILY TARGET 2X LONG ZETA ETF,ZETA,,UNCLEAR,LOW
ZSL US,PROSHARES ULTRASHORT SILVER,SIA Comdty,XAG Curncy,MISMATCH,MEDIUM
ZVOL US,VOLATILITY PREMIUM PLUS ETF,,,UNCLEAR,LOW
