ticker,fund_name,current_map,expected,status,confidence
XNOV US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
XOCT US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
XSEP US,FT VEST U.S. EQUITY ENHANCE & MODERATE BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
XTAP US,INNOVATOR US EQUITY ACCELERATED PLUS ETF-APRIL,Accelerator,Accelerator,OK,HIGH
XTJA US,INNOVATOR US EQUITY ACCELERATED PLUS ETF - JANUARY,Accelerator,Accelerator,OK,HIGH
XTJL US,INNOVATOR U.S. EQUITY ACCELERATED PLUS ETF - JULY,Accelerator,Accelerator,OK,HIGH
XTOC US,INNOVATOR US EQUITY ACCELERATED PLUS ETF-OCTOBER,Accelerator,Accelerator,OK,HIGH
XUSP US,INNOVATOR UNCAPPED ACCELERATED US EQUITY ETF,Accelerator,,UNCLEAR,LOW
YDEC US,FT VEST INTERNATIONAL EQUITY MODERATE BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
YJUN US,FT VEST INTERNATIONAL EQUITY MODERATE BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
YMAR US,FT VEST INTERNATIONAL EQUITY MODERATE BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
YSEP US,FT VEST INTERNATIONAL EQUITY MODERATE BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
ZALT US,INNOVATOR US EQUITY 10 BUFFER ETF,Buffer,Buffer,OK,HIGH
ZAPR US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR APRIL,Buffer,,UNCLEAR,LOW
ZAUG US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR AUGUST,Buffer,,UNCLEAR,LOW
ZDEK US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR DECEMBER,Buffer,,UNCLEAR,LOW
ZFEB US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR FEBRUARY,Buffer,,UNCLEAR,LOW
ZJAN US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR JANUARY,Buffer,,UNCLEAR,LOW
ZJUL US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR JULY,Buffer,,UNCLEAR,LOW
ZJUN US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR JUNE,Buffer,,UNCLEAR,LOW
ZMAR US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR MARCH,Buffer,,UNCLEAR,LOW
ZMAY US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR MAY,Buffer,,UNCLEAR,LOW
ZNOV US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR NOVEMBER,Buffer,,UNCLEAR,LOW
ZOCT US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR OCTOBER,Buffer,,UNCLEAR,LOW
ZSEP US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR SEPTEMBER,Buffer,,UNCLEAR,LOW
