ticker,etp_category,is_primary,source
RSU US,LI,1,atlas
MFLAF US,LI,1,atlas
GDJJ US,LI,1,atlas
BXUC US,LI,1,atlas
DOZR US,LI,1,atlas
UCD US,LI,1,atlas
UXJ US,LI,1,atlas
NKEQ US,LI,1,atlas
XCOM US,LI,1,atlas
UGLDF US,LI,1,atlas
ARKA US,Crypto,1,atlas
LLEM US,LI,1,atlas
XDOC US,Defined,1,atlas
LBJ US,LI,1,atlas
FSU US,LI,1,atlas
PYPS US,LI,1,atlas
HBU US,LI,1,atlas
1555944D US,LI,1,atlas
2469700D US,LI,1,atlas
SINV US,LI,1,atlas
QQQW US,LI,1,atlas
EUFX US,LI,1,atlas
XDJL US,Defined,1,atlas
2602911D US,LI,1,atlas
SPYB US,LI,1,atlas
SYTL US,LI,1,atlas
ERYY US,LI,1,atlas
OCTD US,Defined,1,atlas
SOXM US,LI,1,atlas
SJL US,LI,1,atlas
SOXW US,LI,1,atlas
CROC US,LI,1,atlas
KRS US,LI,1,atlas
HOCT US,Defined,1,atlas
TAWK US,LI,1,atlas
TIPL US,LI,1,atlas
SFLAF US,LI,1,atlas
AWYX US,LI,1,atlas
OCTQ US,Defined,1,atlas
TLTM US,LI,1,atlas
SWEB US,LI,1,atlas
JULD US,Defined,1,atlas
EVEN US,LI,1,atlas
TLTQ US,LI,1,atlas
2369112D US,LI,1,atlas
FLAT US,LI,1,atlas
HJUL US,Defined,1,atlas
TWQ US,LI,1,atlas
SJH US,LI,1,atlas
HDGI US,LI,1,atlas
SDK US,LI,1,atlas
JULQ US,Defined,1,atlas
1534558D US,LI,1,atlas
APRD US,Defined,1,atlas
HAPR US,Defined,1,atlas
2572986D US,LI,1,atlas
XBTF US,Crypto,1,atlas
XDAP US,Defined,1,atlas
FINF US,LI,1,atlas
SBM US,LI,1,atlas
SFK US,LI,1,atlas
JAND US,Defined,1,atlas
JANQ US,Defined,1,atlas
SINF US,LI,1,atlas
SJF US,LI,1,atlas
RTLAF US,LI,1,atlas
KORZ US,LI,1,atlas
DSLVF US,LI,1,atlas
UKW US,LI,1,atlas
UKF US,LI,1,atlas
UVG US,LI,1,atlas
UINF US,LI,1,atlas
LLDM US,LI,1,atlas
EFUT US,Crypto,1,atlas
MNM US,LI,1,atlas
UVU US,LI,1,atlas
XXVFF US,LI,1,atlas
AGLS US,LI,1,atlas
2587952D US,LI,1,atlas
SAGG US,LI,1,atlas
UWC US,LI,1,atlas
JPNS US,LI,1,atlas
WYDE US,LI,1,atlas
BRKY US,LI,1,atlas
UKK US,LI,1,atlas
MDLL US,LI,1,atlas
TLL US,LI,1,atlas
CHAD US,LI,1,atlas
TBZ US,LI,1,atlas
UVT US,LI,1,atlas
NEED US,LI,1,atlas
TYNS US,LI,1,atlas
WEIX US,LI,1,atlas
TOTS US,LI,1,atlas
FSE US,LI,1,atlas
HEGE US,LI,1,atlas
TPS US,LI,1,atlas
GDAY US,LI,1,atlas
SJIM US,LI,1,atlas
ROLAF US,LI,1,atlas
2217287D US,LI,1,atlas
TVIZ US,LI,1,atlas
FAZZ US,LI,1,atlas
IGS US,LI,1,atlas
ARKC US,Crypto,1,atlas
PPDM US,LI,1,atlas
PILS US,LI,1,atlas
FIYY US,LI,1,atlas
HAKD US,LI,1,atlas
FFEU US,LI,1,atlas
2165355D US,LI,1,atlas
2261682D US,LI,1,atlas
TECZ US,LI,1,atlas
AMDS US,LI,1,atlas
PPMC US,LI,1,atlas
KRU US,LI,1,atlas
DGLDF US,LI,1,atlas
RSW US,LI,1,atlas
DNO US,LI,1,atlas
2572987D US,LI,1,atlas
EMBU US,LI,1,atlas
1449312D US,LI,1,atlas
HYDD US,LI,1,atlas
JPNL US,LI,1,atlas
ARKY US,Crypto,1,atlas
ONG US,LI,1,atlas
TYBS US,LI,1,atlas
EUFS US,LI,1,atlas
NKEL US,LI,1,atlas
PYPT US,LI,1,atlas
HBZ US,LI,1,atlas
2584019D US,LI,1,atlas
FNGA US,LI,1,atlas
2224616D US,LI,1,atlas
PPSC US,LI,1,atlas
2550753D US,LI,1,atlas
KLNE US,LI,1,atlas
DDG US,LI,1,atlas
SILX US,LI,1,atlas
SOGU US,LI,1,atlas
USLVF US,LI,1,atlas
MATL US,LI,1,atlas
EMLBF US,LI,1,atlas
LABS US,LI,1,atlas
2470304D US,LI,1,atlas
BRZS US,LI,1,atlas
DTUS US,LI,1,atlas
DZK US,LI,1,atlas
2550723D US,LI,1,atlas
YCOM US,LI,1,atlas
PFEL US,LI,1,atlas
SICK US,LI,1,atlas
SMK US,LI,1,atlas
UBIO US,LI,1,atlas
UOP US,LI,1,atlas
2224615D US,LI,1,atlas
LACK US,LI,1,atlas
GDXS US,LI,1,atlas
TENG US,LI,1,atlas
2560936D US,LI,1,atlas
CLAW US,LI,1,atlas
UCOM US,LI,1,atlas
EUFL US,LI,1,atlas
MUTE US,LI,1,atlas
FOL US,LI,1,atlas
PASS US,LI,1,atlas
FSG US,LI,1,atlas
FSA US,LI,1,atlas
USOD US,LI,1,atlas
1848835D US,LI,1,atlas
SPKY US,LI,1,atlas
EXIV US,LI,1,atlas
MJXL US,LI,1,atlas
VXDN US,LI,1,atlas
RUSL US,LI,1,atlas
GDJS US,LI,1,atlas
VMIN US,LI,1,atlas
XIV US,LI,1,atlas
1938070D US,LI,1,atlas
GASL US,LI,1,atlas
VXDL US,LI,1,atlas
VXAL US,LI,1,atlas
1551474D US,LI,1,atlas
DMM US,LI,1,atlas
UMM US,LI,1,atlas
BARS US,LI,1,atlas
UTLZ US,LI,1,atlas
SPLZ US,LI,1,atlas
EX US,Crypto,1,atlas
LGS US,LI,1,atlas
SGS US,LI,1,atlas
LJPM US,LI,1,atlas
UGOO US,LI,1,atlas
SXOM US,LI,1,atlas
DGOO US,LI,1,atlas
SJPM US,LI,1,atlas
LXOM US,LI,1,atlas
BETX US,LI,1,atlas
FBFB US,LI,1,atlas
PPTB US,LI,1,atlas
2362244D US,LI,1,atlas
MAGQ US,LI,1,atlas
VXBL US,LI,1,atlas
OETH US,Crypto,1,atlas
1370035D US,LI,1,atlas
VXCL US,LI,1,atlas
GOS US,LI,1,atlas
OOL US,LI,1,atlas
OTS US,LI,1,atlas
GTL US,LI,1,atlas
OOS US,LI,1,atlas
GWS US,LI,1,atlas
BTYS US,LI,1,atlas
FIHQ US,LI,1,atlas
PBTC US,Crypto,1,atlas
MRVX US,LI,1,atlas
SPXB US,Crypto,1,atlas
RDDX US,LI,1,atlas
ARMX US,LI,1,atlas
SOFL US,LI,1,atlas
UBEG US,LI,1,atlas
BBUP US,LI,1,atlas
SPOU US,LI,1,atlas
FIGO US,LI,1,atlas
VXFL US,LI,1,atlas
TKNS US,Crypto,1,atlas
XRPL US,Crypto,1,atlas
CXSO US,Crypto,1,atlas
EOSX US,LI,1,atlas
HIMD US,LI,1,atlas
BNBR US,Crypto,1,atlas
YTSM US,Crypto,1,atlas
BTQL US,LI,1,atlas
BITG US,LI,1,atlas
POEL US,LI,1,atlas
TXXH US,Crypto,1,atlas
XBNB US,Crypto,1,atlas
BHDG US,Crypto,1,atlas
NGHT US,Crypto,1,atlas
BTCK US,Crypto,1,atlas
2633034D US,LI,1,atlas
BAVA US,Crypto,1,atlas
SNDU US,LI,1,atlas
WLDU US,LI,1,atlas
PAAU US,LI,1,atlas
GLWG US,LI,1,atlas
ETHB US,Crypto,1,atlas
ROCY US,CC,1,atlas
ROCQ US,CC,1,atlas
AIVI US,Thematic,1,atlas
AIVL US,Thematic,1,atlas
WRND US,Thematic,1,atlas
AIEQ US,Thematic,1,atlas
GGTL US,Thematic,1,atlas
LFSC US,Thematic,1,atlas
QQJG US,Thematic,1,atlas
FDIF US,Thematic,1,atlas
ALAI US,Thematic,1,atlas
THMZ US,Thematic,1,atlas
TEKY US,Thematic,1,atlas
BUZZ US,Thematic,1,atlas
IZRL US,Thematic,1,atlas
FBDC US,CC,1,atlas
INVN US,Thematic,1,atlas
DRUP US,Thematic,1,atlas
OWNB US,Crypto,1,atlas
TNXT US,Thematic,1,atlas
DAM US,Crypto,1,atlas
GFOF US,Crypto,1,atlas
TTTN US,Thematic,1,atlas
NFTZ US,Crypto,1,atlas
2618828D US,Crypto,1,atlas
VIDG US,Thematic,1,atlas
1787736D US,Thematic,1,atlas
LGLZ US,Thematic,1,atlas
GRZZ US,Thematic,1,atlas
FINQ US,Thematic,1,atlas
INNO US,Thematic,1,atlas
MTVR US,Thematic,1,atlas
MRND US,Thematic,1,atlas
ZGEN US,Thematic,1,atlas
BCNA US,Crypto,1,atlas
RAYS US,Thematic,1,atlas
BUZ US,Thematic,1,atlas
BKIV US,Thematic,1,atlas
BKC US,Crypto,1,atlas
BTCR US,Crypto,1,atlas
SYNB US,Thematic,1,atlas
KOIN US,Crypto,1,atlas
PUNK US,Thematic,1,atlas
WBAT US,Thematic,1,atlas
FYLG US,CC,1,atlas
HYLG US,CC,1,atlas
ROOF US,Thematic,1,atlas
PQBW US,CC,1,atlas
QYLE US,CC,1,atlas
QDCC US,CC,1,atlas
XYLE US,CC,1,atlas
EMFQ US,Thematic,1,atlas
HVPW US,CC,1,atlas
NVQ US,Thematic,1,atlas
EMCC US,CC,1,atlas
RIGZ US,Crypto,1,atlas
EKAR US,Thematic,1,atlas
THCX US,Thematic,1,atlas
VR US,Thematic,1,atlas
VCLO US,Thematic,1,atlas
GCLN US,Thematic,1,atlas
HFIN US,CC,1,atlas
DYNI US,Thematic,1,atlas
KGRO US,Thematic,1,atlas
EATV US,Thematic,1,atlas
KEJI US,Thematic,1,atlas
ERSX US,Thematic,1,atlas
POTX US,Thematic,1,atlas
DIET US,Thematic,1,atlas
1947805D US,Thematic,1,atlas
CHB US,Thematic,1,atlas
2512317D US,Thematic,1,atlas
HDRO US,Thematic,1,atlas
BUDX US,Thematic,1,atlas
SPAK US,Thematic,1,atlas
CHRG US,Thematic,1,atlas
PSDN US,Thematic,1,atlas
PSY US,Thematic,1,atlas
VBB US,Crypto,1,atlas
VFIN US,Thematic,1,atlas
LZRD US,Thematic,1,atlas
DISY US,CC,1,atlas
XOMY US,CC,1,atlas
JPMY US,CC,1,atlas
TWAR US,Thematic,1,atlas
1903057D US,Thematic,1,atlas
BLOC US,Crypto,1,atlas
TCLD US,Thematic,1,atlas
INAU US,Thematic,1,atlas
INAG US,Thematic,1,atlas
BFIIX US,Thematic,1,atlas
DDDD US,CC,1,atlas
NVDK US,CC,1,atlas
TSLK US,CC,1,atlas
ZZZ US,Crypto,1,atlas
SPCI US,Thematic,1,atlas
NASA US,Thematic,1,atlas
TLDR US,Defined,1,atlas
AAOX US,LI,1,atlas
PYPU US,LI,1,atlas
ADBU US,LI,1,atlas
TXNU US,LI,1,atlas
UNHU US,LI,1,atlas
HLXX US,LI,1,atlas
AMZO US,LI,1,atlas
IBX US,LI,1,atlas
OOQB US,LI,1,auto
OOSB US,LI,1,auto
ACEI US,Defined,1,auto
ACII US,Defined,1,auto
QBUL US,Defined,1,auto
SPYH US,Defined,1,auto
BITQ US,Crypto,1,auto
CRPT US,Crypto,1,auto
DECO US,Crypto,1,auto
FDIG US,Crypto,1,auto
HECO US,Crypto,1,auto
NODE US,Crypto,1,auto
SATO US,Crypto,1,auto
STCE US,Crypto,1,auto
WGMI US,Crypto,1,auto
KQQQ US,Thematic,1,auto
NDIV US,CC,1,auto
TESL US,Thematic,1,auto
